CUST ACCT #,CUSTOMER NAME,SALES REP ID,SALES REP LAST NAME,USER LOGIN,OPPORTUNITY NAME,ESTIMATED_ANNUALIZED_SALES,ESTIMATED_ANNUALIZED_GP,ESTIMATED_ANNUALIZED_GP_PERCENT,ESTIMATED_MONTHLY_SALES,ESTIMATED_MONTHLY_GP,ESTIMATED_MONTHLY_GP_PERCENT,PREV12MO_SALES,PREV12MO_GP,PREV12MO_GP_PERCENT,MTD_SALES,MTD_GP,MTD_GP_PERCENT
"CS1160","BEST WEST TIRE & SERVICE","169","JONES RICHARD","rjones","5mile",18000,0,0,1500,0,0,1224.000000,361.000000,29.51%,114.060000,44.260000,38.80%
"CS1160","BEST WEST TIRE & SERVICE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,1224.000000,361.000000,29.51%,114.060000,44.260000,38.80%
"CS1165","BIG O TIRES","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,508.000000,231.000000,45.45%,393.620000,132.340000,33.62%
"CS1165","BIG O TIRES","169","JONES RICHARD","rjones","5mile",21000,7770,37%,1750,647.5,37%,508.000000,231.000000,45.45%,393.620000,132.340000,33.62%
"CS1165","BIG O TIRES","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1164","BIERI AUTOMOTIVE","169","JONES RICHARD","rjones","5mile",14400,5040,35%,1200,420,35%,400.000000,111.000000,27.87%,19.940000,12.890000,64.64%
"CS1164","BIERI AUTOMOTIVE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,400.000000,111.000000,27.87%,19.940000,12.890000,64.64%
"CS1164","BIERI AUTOMOTIVE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,71.000000,5.000000,8.06%,-16.500000,-1.500000,9.09%
"CS2008","GREGOR'S MOTOR WORKS, INC.","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,84.000000,-43.000000,-52.15%,78.000000,32.430000,41.58%
"CS2008","GREGOR'S MOTOR WORKS, INC.","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,2239.000000,597.000000,26.69%,3237.730000,1035.140000,31.97%
"CS2008","GREGOR'S MOTOR WORKS, INC.","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,84.000000,-43.000000,-52.15%,78.000000,32.430000,41.58%
"CS3303","PALMER PARK SERVICE CENTER INC","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,194.000000,0.000000,0.48%,189.800000,53.460000,28.17%
"CS3303","PALMER PARK SERVICE CENTER INC","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,1743.000000,447.000000,25.69%,954.490000,297.420000,31.16%
"CS2216","CLUTCH SERVICE WHOLESALE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,411.000000,139.000000,33.83%,610.350000,168.730000,27.64%
"CS2216","CLUTCH SERVICE WHOLESALE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1319","CHRISTIAN BROTHERS AUTO-","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,77.000000,-16.000000,-20.89%,0.000000,0.000000,
"CS1319","CHRISTIAN BROTHERS AUTO-","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,2311.000000,662.000000,28.65%,2461.250000,805.200000,32.72%
"CS2361","JNS AUTOMTOIVE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,9.000000,3.000000,39.79%,0.000000,0.000000,
"CS2361","JNS AUTOMTOIVE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS2361","JNS AUTOMTOIVE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,9.000000,3.000000,39.79%,0.000000,0.000000,
"CS2135","BAXTER'S AUTOMOTIVE,LLC","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS2135","BAXTER'S AUTOMOTIVE,LLC","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,10.000000,2.000000,23.10%,149.130000,13.650000,9.15%
"CS1318","CHRISTIAN BROTHERS AUTOMOTIVE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1318","CHRISTIAN BROTHERS AUTOMOTIVE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,0.000000,0.000000,,2981.990000,1215.060000,40.75%
"CS1311","COREY'S AUTO REPAIR","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1311","COREY'S AUTO REPAIR","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1209","CAR DOCTOR","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,356.000000,115.000000,32.55%,22.470000,108.720000,483.85%
"CS1209","CAR DOCTOR","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,16.000000,5.000000,36.19%,0.000000,0.000000,
"CS1013","ACTION AUTOMOTIVE SERVICE INC.","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1013","ACTION AUTOMOTIVE SERVICE INC.","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,9.000000,3.000000,39.83%,264.790000,92.580000,34.96%
"CS1378","DEPENDABLE AUTOMOTIVE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1378","DEPENDABLE AUTOMOTIVE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1378","DEPENDABLE AUTOMOTIVE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"TH1340","DIESEL DAY DREAMS LLC","174","KIRBY JASON","jkirby","Rotating Electric",2100,672,32%,175,56,32%,0.000000,0.000000,,0.000000,0.000000,
"TH1340","DIESEL DAY DREAMS LLC","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"DV2492","JUST BRAKES-NORTHGLENN #59","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"DV2492","JUST BRAKES-NORTHGLENN #59","174","KIRBY JASON","jkirby","Rotating Electric",3000,960,32%,250,80,32%,0.000000,0.000000,,0.000000,0.000000,
"TH2293","JPD AUTO","174","KIRBY JASON","jkirby","Rotating Electric",5400,1728,32%,450,144,32%,148.000000,9.000000,6.34%,515.950000,154.980000,30.04%
"DV2908","MILLER'S GARAGE","174","KIRBY JASON","jkirby","Rotating Electric",1620,518.4,32%,135,43.2,32%,0.000000,0.000000,,0.000000,0.000000,
"DV2908","MILLER'S GARAGE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"DV3845","TH AUTOMOTIVE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"DV3845","TH AUTOMOTIVE","174","KIRBY JASON","jkirby","BRAKES A4NCO4G",3600,1260,35%,300,105,35%,0.000000,0.000000,,0.000000,0.000000,
"TH3600","RANDY'S AUTO SERVICE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH3600","RANDY'S AUTO SERVICE","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,487.000000,161.000000,33.22%,119.040000,30.020000,25.22%
"TH3600","RANDY'S AUTO SERVICE","174","KIRBY JASON","jkirby","Rotating Electric",3000,960,32%,250,80,32%,0.000000,0.000000,,0.000000,0.000000,
"TH1150","BROOMFIELD AUTO SERVICE CENTER","174","KIRBY JASON","jkirby","Rotating Electric",10800,3456,32%,900,288,32%,528.000000,14.000000,2.66%,191.550000,90.330000,47.16%
"TH1150","BROOMFIELD AUTO SERVICE CENTER","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH3204","PARIS TIRE AND SERVICE INC.","174","KIRBY JASON","jkirby","Rotating Electric",5400,1728,32%,450,144,32%,16.000000,2.000000,13.67%,-80.000000,0.000000,0.00%
"TH3204","PARIS TIRE AND SERVICE INC.","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,578.000000,163.000000,28.30%,2794.350000,1156.230000,41.38%
"TH3204","PARIS TIRE AND SERVICE INC.","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,1.000000,0.000000,48.67%,17.980000,7.390000,41.10%
"WE1148","ANDYS AUTOMOTIVE","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,25.000000,9.000000,38.49%,119.710000,49.720000,41.53%
"WE1148","ANDYS AUTOMOTIVE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"WE1148","ANDYS AUTOMOTIVE","174","KIRBY JASON","jkirby","Rotating Electric",4200,1344,32%,350,112,32%,0.000000,0.000000,,0.000000,0.000000,
"TH1576","PREMIER AUTOMOTIVE REPAIR","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,314.000000,104.000000,33.32%,449.250000,198.110000,44.10%
"TH1576","PREMIER AUTOMOTIVE REPAIR","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH1576","PREMIER AUTOMOTIVE REPAIR","174","KIRBY JASON","jkirby","Rotating Electric",3000,960,32%,250,80,32%,0.000000,0.000000,,0.000000,0.000000,
"TH2110","AUBRY'S AUTOMOTIVE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH2110","AUBRY'S AUTOMOTIVE","174","KIRBY JASON","jkirby","Rotating Electric",1500,480,32%,125,40,32%,0.000000,0.000000,,0.000000,0.000000,
"FT2112","JIMINEZ AUTO SERVICE INC","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"FT2112","JIMINEZ AUTO SERVICE INC","174","KIRBY JASON","jkirby","Rotating Electric",1500,480,32%,125,40,32%,0.000000,0.000000,,0.000000,0.000000,
"TH2315","HAYES AUTOMOTIVE, INC","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH2315","HAYES AUTOMOTIVE, INC","174","KIRBY JASON","jkirby","Rotating Electric",4800,1536,32%,400,128,32%,31.000000,-6.000000,-20.40%,-5.500000,-0.500000,9.09%
"WE1358","DAN'S ALIGNMENT BRAKE","174","KIRBY JASON","jkirby","Rotating Electric",4200,1344,32%,350,112,32%,43.000000,-2.000000,-6.58%,0.000000,0.000000,
"WE1358","DAN'S ALIGNMENT BRAKE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,339.700000,191.280000,56.31%
"WE1395","CONILOGUE QUALITY CAR &","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"WE1395","CONILOGUE QUALITY CAR &","174","KIRBY JASON","jkirby","Rotating Electric",2700,864,32%,225,72,32%,0.000000,0.000000,,0.000000,0.000000,
"TH1021","AMERICAN AUTO AND TRUCK","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,90.000000,16.000000,17.88%,153.470000,47.510000,30.96%
"TH1021","AMERICAN AUTO AND TRUCK","174","KIRBY JASON","jkirby","BRAKES A4NCO4G",3600,1260,35%,300,105,35%,0.000000,0.000000,,0.000000,0.000000,
"TH2752","LAUCK MOTORS INC","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH2752","LAUCK MOTORS INC","174","KIRBY JASON","jkirby","5mile",24000,0,0,2000,0,0,730.000000,222.000000,30.40%,407.050000,204.460000,50.23%
"TH2752","LAUCK MOTORS INC","174","KIRBY JASON","jkirby","Rotating Electric",3900,1248,32%,325,104,32%,56.000000,4.000000,7.85%,0.000000,0.000000,
"TH3694","ROADMASTER AUTO AND TIRE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH3694","ROADMASTER AUTO AND TIRE","174","KIRBY JASON","jkirby","Rotating Electric",3000,960,32%,250,80,32%,10.000000,-1.000000,-14.80%,0.000000,0.000000,
"TH1195","BRAKES PLUS #106","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,461.000000,153.000000,33.32%,1271.490000,383.480000,30.16%
"WE2990","MOUNTAIN VIEW GARAGE","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,0.000000,0.000000,,0.000000,0.000000,
"WE1115","AUTOMOTIVE TECH CENTER","174","KIRBY JASON","jkirby","BRAKES A4NCO4G",3600,1260,35%,300,105,35%,0.000000,0.000000,,0.000000,0.000000,
"WE1115","AUTOMOTIVE TECH CENTER","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"WE1115","AUTOMOTIVE TECH CENTER","174","KIRBY JASON","jkirby","Rotating Electric",1500,480,32%,125,40,32%,0.000000,0.000000,,0.000000,0.000000,
"WE1115","AUTOMOTIVE TECH CENTER","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,192.000000,61.000000,31.94%,39.780000,15.630000,39.29%
"TH1137","CANADY'S TIRE CORP","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH1137","CANADY'S TIRE CORP","174","KIRBY JASON","jkirby","Rotating Electric",2700,864,32%,225,72,32%,16.000000,-2.000000,-17.98%,0.000000,0.000000,
"TH1137","CANADY'S TIRE CORP","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,322.000000,83.000000,25.81%,829.900000,293.650000,35.38%
"WE1230","ECONO LUBE N TUNE","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,17.000000,0.000000,-5.01%,88.060000,58.280000,66.18%
"WE1230","ECONO LUBE N TUNE","174","KIRBY JASON","jkirby","Rotating Electric",3600,1152,32%,300,96,32%,0.000000,0.000000,,0.000000,0.000000,
"WE1230","ECONO LUBE N TUNE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"WE1624","ROCKY MOUNTAIN TIRE & AUTO","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"WE1624","ROCKY MOUNTAIN TIRE & AUTO","174","KIRBY JASON","jkirby","Rotating Electric",3300,1056,32%,275,88,32%,317.000000,-10.000000,-3.27%,11.230000,16.310000,145.24%
"WE1624","ROCKY MOUNTAIN TIRE & AUTO","174","KIRBY JASON","jkirby","BRAKES A4NCO4G",3600,1260,35%,300,105,35%,18.000000,7.000000,41.35%,0.000000,0.000000,
"TH2131","ALL AMERICAN AUTO REPAIR","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH2131","ALL AMERICAN AUTO REPAIR","174","KIRBY JASON","jkirby","Rotating Electric",4200,1344,32%,350,112,32%,297.000000,-16.000000,-5.61%,579.640000,220.750000,38.08%
"TH4520","WAYNE'S PERFORMANCE AUTOMOTIVE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH4520","WAYNE'S PERFORMANCE AUTOMOTIVE","174","KIRBY JASON","jkirby","Rotating Electric",2400,768,32%,200,64,32%,0.000000,0.000000,,0.000000,0.000000,
"TH1305","COLORADO TRANSMISSION & DIESEL","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH1305","COLORADO TRANSMISSION & DIESEL","174","KIRBY JASON","jkirby","Rotating Electric",2700,864,32%,225,72,32%,15.000000,4.000000,28.11%,0.000000,0.000000,
"TH3693","ROADMASTERS AUTO & TIRE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH3693","ROADMASTERS AUTO & TIRE","174","KIRBY JASON","jkirby","Rotating Electric",5400,1728,32%,450,144,32%,358.000000,-6.000000,-1.80%,-153.940000,-17.980000,11.68%
"TH1659","FIRESTONE #012173 THORTON","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,233.000000,77.000000,33.39%,1547.840000,465.520000,30.08%
"TH1157","BRIGHTON RADIATOR","174","KIRBY JASON","jkirby","Rotating Electric",2400,768,32%,200,64,32%,0.000000,0.000000,,0.000000,0.000000,
"TH1157","BRIGHTON RADIATOR","174","KIRBY JASON","jkirby","BRAKES A4NCO4G",3600,1260,35%,300,105,35%,8.000000,3.000000,45.97%,0.000000,0.000000,
"TH1157","BRIGHTON RADIATOR","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH3208","PEERLESS TYRE CO","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH3208","PEERLESS TYRE CO","174","KIRBY JASON","jkirby","Rotating Electric",1500,480,32%,125,40,32%,0.000000,0.000000,,0.000000,0.000000,
"TH3208","PEERLESS TYRE CO","174","KIRBY JASON","jkirby","BRAKES A4NCO4G",3600,1260,35%,300,105,35%,0.000000,0.000000,,0.000000,0.000000,
"TH3792","STANG AUTO TECH","174","KIRBY JASON","jkirby","Rotating Electric",3900,1248,32%,325,104,32%,69.000000,8.000000,12.33%,150.380000,60.390000,40.16%
"TH3792","STANG AUTO TECH","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,519.300000,277.920000,53.52%
"TH2897","MAXAIR","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH2897","MAXAIR","174","KIRBY JASON","jkirby","Rotating Electric",1200,384,32%,100,32,32%,37.000000,3.000000,9.51%,0.000000,0.000000,
"TH1870","VALENZUELAS INC.","174","KIRBY JASON","jkirby","Rotating Electric",2400,768,32%,200,64,32%,20.000000,0.000000,-1.05%,0.000000,0.000000,
"TH1870","VALENZUELAS INC.","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH1029","ALTERNATIVE AUTO CARE","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,74.000000,-1.000000,-2.00%,123.640000,44.160000,35.72%
"TH1154","BRAKES PLUS #109","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,143.000000,54.000000,37.95%,-3.350000,-2.360000,70.45%
"WE3852","TIRES PLUS #256793 NORTHGLENN","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,2.000000,0.000000,26.85%,0.000000,0.000000,
"TH1454","DOC AUTOMOTIVE","174","KIRBY JASON","jkirby","Rotating Electric",3300,1056,32%,275,88,32%,26.000000,0.000000,-0.17%,0.000000,0.000000,
"TH1454","DOC AUTOMOTIVE","174","KIRBY JASON","jkirby","BRAKES A4NCO4G",3600,1260,35%,300,105,35%,82.000000,33.000000,40.63%,365.350000,170.150000,46.57%
"TH1454","DOC AUTOMOTIVE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH3851","TIRES PLUS #265854 THORNTON","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,0.000000,0.000000,,0.000000,0.000000,
"WE3859","TIRES PLUS #246651 WESTMINSTER","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,0.000000,0.000000,,0.000000,0.000000,
"TH1760","FIFTH GEAR","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH1760","FIFTH GEAR","174","KIRBY JASON","jkirby","5mile",24000,8400,35%,2000,700,35%,1246.000000,315.000000,25.33%,793.990000,279.130000,35.16%
"TH1760","FIFTH GEAR","174","KIRBY JASON","jkirby","Rotating Electric",3600,1152,32%,300,96,32%,0.000000,-5.000000,,0.000000,0.000000,
"TH2806","SMOOTH RIDE AUTO REPAIR INC","174","KIRBY JASON","jkirby","Rotating Electric",2400,768,32%,200,64,32%,0.000000,0.000000,,0.000000,0.000000,
"TH2806","SMOOTH RIDE AUTO REPAIR INC","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH1009","AAMCO - BROOMFIELD","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH1009","AAMCO - BROOMFIELD","174","KIRBY JASON","jkirby","BRAKES A4NCO4G",3600,1260,35%,300,105,35%,1.000000,0.000000,49.02%,114.750000,55.480000,48.35%
"TH1009","AAMCO - BROOMFIELD","174","KIRBY JASON","jkirby","Rotating Electric",1800,576,32%,150,48,32%,0.000000,0.000000,,0.000000,0.000000,
"DV1605","ECONO LUBE N TUNE/MEINEKE 4237","174","KIRBY JASON","jkirby","Rotating Electric",1200,384,32%,100,32,32%,0.000000,0.000000,,0.000000,0.000000,
"DV1605","ECONO LUBE N TUNE/MEINEKE 4237","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH2043","JACKSON'S AUTOMOTIVE SERVICE","174","KIRBY JASON","jkirby","Rotating Electric",1500,480,32%,125,40,32%,0.000000,0.000000,,0.000000,0.000000,
"TH2043","JACKSON'S AUTOMOTIVE SERVICE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH2863","MEINEKE CAR CARE CENTER","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH2863","MEINEKE CAR CARE CENTER","174","KIRBY JASON","jkirby","Rotating Electric",2100,672,32%,175,56,32%,0.000000,0.000000,,0.000000,0.000000,
"TH1010","AAMCO NORTHGLENN","174","KIRBY JASON","jkirby","Rotating Electric",1800,576,32%,150,48,32%,0.000000,0.000000,,0.000000,0.000000,
"TH1010","AAMCO NORTHGLENN","174","KIRBY JASON","jkirby","BRAKES A4NCO4G",3600,1260,35%,300,105,35%,0.000000,0.000000,,0.000000,0.000000,
"TH1010","AAMCO NORTHGLENN","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"WE1133","BENDING WRENCHES AUTOMOTIVE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"WE1133","BENDING WRENCHES AUTOMOTIVE","174","KIRBY JASON","jkirby","Rotating Electric",5400,1728,32%,450,144,32%,0.000000,0.000000,,100.940000,46.880000,46.44%
"TH1178","TOTAL CAR CARE","174","KIRBY JASON","jkirby","Rotating Electric",3300,1056,32%,275,88,32%,0.000000,0.000000,,0.000000,0.000000,
"TH1178","TOTAL CAR CARE","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH1649","FINN MOTOTECH","174","KIRBY JASON","jkirby","Splash blades",1200,600,50%,100,50,50%,0.000000,0.000000,,0.000000,0.000000,
"TH1649","FINN MOTOTECH","174","KIRBY JASON","jkirby","Rotating Electric",2700,864,32%,225,72,32%,0.000000,0.000000,,0.000000,0.000000,
"DE1241","CENTENNIAL AUTO REPAIR INC.","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Splash Blades",1200,456,38%,100,38,38%,0.000000,0.000000,,0.000000,0.000000,
"DE3722","SERVICE STREET","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","5mile",14400,5184,36%,1200,432,36%,0.000000,0.000000,,300.880000,68.050000,22.62%
"DE3722","SERVICE STREET","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Rotating Electric",9000,3150,35%,750,262.5,35%,0.000000,0.000000,,0.000000,0.000000,
"DE1193","BRAKES PLUS #134","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Rotating Electric",9000,3150,35%,750,262.5,35%,13.000000,4.000000,31.35%,0.000000,0.000000,
"DE1193","BRAKES PLUS #134","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","5mile",18000,6120,34%,1500,510,34%,429.000000,127.000000,29.78%,704.650000,292.930000,41.57%
"DE1452","D & D TIRE SERVICE","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Splash Blades",1200,456,38%,100,38,38%,0.000000,0.000000,,0.000000,0.000000,
"DE1452","D & D TIRE SERVICE","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","5mile",18000,6120,34%,1500,510,34%,33.000000,13.000000,40.66%,0.000000,0.000000,
"DE1452","D & D TIRE SERVICE","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Rotating Electric",9000,3150,35%,750,262.5,35%,0.000000,0.000000,,0.000000,0.000000,
"DE1649","FIRESTONE #028762 PARKER","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Rotating Electric",9000,3150,35%,750,262.5,35%,0.000000,0.000000,,0.000000,0.000000,
"DE1649","FIRESTONE #028762 PARKER","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","5mile",18000,6300,35%,1500,525,35%,14.000000,5.000000,38.03%,0.000000,0.000000,
"DE1131","BIG O TIRE","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Splash Blades",1200,456,38%,100,38,38%,0.000000,0.000000,,0.000000,0.000000,
"DE2844","MIDAS AUTO CENTER #77122","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Splash Blades",1200,456,38%,100,38,38%,0.000000,0.000000,,0.000000,0.000000,
"DE2844","MIDAS AUTO CENTER #77122","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Rotating Electric",9000,3150,35%,750,262.5,35%,0.000000,0.000000,,0.000000,0.000000,
"DE2864","MEINEKE DISCOUNT MUFFLER #1115","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Splash Blades",1200,456,38%,100,38,38%,0.000000,0.000000,,0.000000,0.000000,
"DE2864","MEINEKE DISCOUNT MUFFLER #1115","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Rotating Electric",9000,3150,35%,750,262.5,35%,0.000000,0.000000,,0.000000,0.000000,
"DE1191","BRAKES PLUS #107","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Rotating Electric",9000,3150,35%,750,262.5,35%,0.000000,0.000000,,0.000000,0.000000,
"DE4228","WESSBECKER AUTOMOTIVE","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Rotating Electric",9000,3150,35%,750,262.5,35%,15.000000,3.000000,24.45%,0.000000,0.000000,
"DE2071","HOMETOWN AUTO SERVICES","159","KLOBERDANZ (PARKER) SCOTT","skloberdanz","Splash Blades",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
